"Institution ID","Institution","Game Date","Opponent ID","Opponent Name","Score For","Score Against","Location"
"5","Akron","09/03/11","518","Ohio St.","0","42","Away"
"5","Akron","09/10/11","690","Temple","3","41","Home"
"5","Akron","09/17/11","140","Cincinnati","14","59","Away"
"5","Akron","09/24/11","741","VMI","36","13","Home"
"5","Akron","10/01/11","204","Eastern Mich.","23","31","Away"
"5","Akron","10/08/11","231","FIU","17","27","Home"
"5","Akron","10/22/11","519","Ohio","20","37","Home"
"5","Akron","10/29/11","129","Central Mich.","22","23","Home"
"5","Akron","11/03/11","414","Miami (OH)","3","35","Away"
"5","Akron","11/12/11","331","Kent St.","3","35","Home"
"5","Akron","11/19/11","86","Buffalo","10","51","Away"
"5","Akron","11/25/11","774","Western Mich.","19","68","Away"
"8","Alabama","09/03/11","331","Kent St.","48","7","Home"
"8","Alabama","09/10/11","539","Penn St.","27","11","Away"
"8","Alabama","09/17/11","497","North Texas","41","0","Home"
"8","Alabama","09/24/11","31","Arkansas","38","14","Home"
"8","Alabama","10/01/11","235","Florida","38","10","Away"
"8","Alabama","10/08/11","736","Vanderbilt","34","0","Home"
"8","Alabama","10/15/11","433","Ole Miss","52","7","Away"
"8","Alabama","10/22/11","694","Tennessee","37","6","Home"
"8","Alabama","11/05/11","365","LSU","6","9","Home"
"8","Alabama","11/12/11","430","Mississippi St.","24","7","Away"
"8","Alabama","11/19/11","253","Ga. Southern","45","21","Home"
"8","Alabama","11/26/11","37","Auburn","42","14","Away"
"9","UAB","09/10/11","235","Florida","0","39","Away"
"9","UAB","09/17/11","718","Tulane","10","49","Home"
"9","UAB","09/24/11","196","East Carolina","23","28","Away"
"9","UAB","10/01/11","716","Troy","23","24","Away"
"9","UAB","10/08/11","430","Mississippi St.","3","21","Home"
"9","UAB","10/15/11","719","Tulsa","20","37","Away"
"9","UAB","10/20/11","128","UCF","26","24","Home"
"9","UAB","10/29/11","388","Marshall","14","59","Away"
"9","UAB","11/05/11","288","Houston","13","56","Home"
"9","UAB","11/12/11","404","Memphis","41","35","Away"
"9","UAB","11/17/11","664","Southern Miss.","34","31","Home"
"9","UAB","11/26/11","229","Fla. Atlantic","35","38","Away"
"28","Arizona St.","09/01/11","108","UC Davis","48","14","Home"
"28","Arizona St.","09/09/11","434","Missouri","37","30","Home"
"28","Arizona St.","09/17/11","301","Illinois","14","17","Away"
"28","Arizona St.","09/24/11","657","Southern California","43","22","Home"
"28","Arizona St.","10/01/11","528","Oregon St.","35","20","Home"
"28","Arizona St.","10/08/11","732","Utah","35","14","Away"
"28","Arizona St.","10/15/11","529","Oregon","27","41","Away"
"28","Arizona St.","10/29/11","157","Colorado","48","14","Home"
"28","Arizona St.","11/05/11","110","UCLA","28","29","Away"
"28","Arizona St.","11/12/11","754","Washington St.","27","37","Away"
"28","Arizona St.","11/19/11","29","Arizona","27","31","Home"
"28","Arizona St.","11/25/11","107","California","38","47","Home"
"29","Arizona","09/03/11","501","Northern Ariz.","41","10","Home"
"29","Arizona","09/08/11","521","Oklahoma St.","14","37","Away"
"29","Arizona","09/17/11","674","Stanford","10","37","Home"
"29","Arizona","09/24/11","529","Oregon","31","56","Home"
"29","Arizona","10/01/11","657","Southern California","41","48","Away"
"29","Arizona","10/08/11","528","Oregon St.","27","37","Away"
"29","Arizona","10/20/11","110","UCLA","48","12","Home"
"29","Arizona","10/29/11","756","Washington","31","42","Away"
"29","Arizona","11/05/11","732","Utah","21","34","Home"
"29","Arizona","11/12/11","157","Colorado","29","48","Away"
"29","Arizona","11/19/11","28","Arizona St.","31","27","Away"
"29","Arizona","11/26/11","671","La.-Lafayette","45","37","Home"
"30","Arkansas St.","09/03/11","301","Illinois","15","33","Away"
"30","Arkansas St.","09/10/11","404","Memphis","47","3","Home"
"30","Arkansas St.","09/17/11","742","Virginia Tech","7","26","Away"
"30","Arkansas St.","09/24/11","1004","Central Ark.","53","24","Home"
"30","Arkansas St.","10/01/11","772","Western Ky.","26","22","Away"
"30","Arkansas St.","10/08/11","498","La.-Monroe","24","19","Away"
"30","Arkansas St.","10/18/11","231","FIU","34","16","Home"
"30","Arkansas St.","10/29/11","497","North Texas","37","14","Home"
"30","Arkansas St.","11/05/11","229","Fla. Atlantic","39","21","Away"
"30","Arkansas St.","11/12/11","671","La.-Lafayette","30","21","Home"
"30","Arkansas St.","11/19/11","419","Middle Tenn.","45","19","Away"
"30","Arkansas St.","12/03/11","716","Troy","","","Home"
"31","Arkansas","09/03/11","669","Missouri St.","51","7","Home"
"31","Arkansas","09/10/11","473","New Mexico","52","3","Home"
"31","Arkansas","09/17/11","716","Troy","38","28","Home"
"31","Arkansas","09/24/11","8","Alabama","14","38","Away"
"31","Arkansas","10/01/11","697","Texas A&M","42","38","Neutral Site"
"31","Arkansas","10/08/11","37","Auburn","38","14","Home"
"31","Arkansas","10/22/11","433","Ole Miss","29","24","Away"
"31","Arkansas","10/29/11","736","Vanderbilt","31","28","Away"
"31","Arkansas","11/05/11","648","South Carolina","44","28","Home"
"31","Arkansas","11/12/11","694","Tennessee","49","7","Home"
"31","Arkansas","11/19/11","430","Mississippi St.","44","17","Home"
"31","Arkansas","11/25/11","365","LSU","17","41","Away"
"37","Auburn","09/03/11","731","Utah St.","42","38","Home"
"37","Auburn","09/10/11","430","Mississippi St.","41","34","Home"
"37","Auburn","09/17/11","147","Clemson","24","38","Away"
"37","Auburn","09/24/11","229","Fla. Atlantic","30","14","Home"
"37","Auburn","10/01/11","648","South Carolina","16","13","Away"
"37","Auburn","10/08/11","31","Arkansas","14","38","Away"
"37","Auburn","10/15/11","235","Florida","17","6","Home"
"37","Auburn","10/22/11","365","LSU","10","45","Away"
"37","Auburn","10/29/11","433","Ole Miss","41","23","Home"
"37","Auburn","11/12/11","257","Georgia","7","45","Away"
"37","Auburn","11/19/11","625","Samford","35","16","Home"
"37","Auburn","11/26/11","8","Alabama","14","42","Home"
"47","Ball St.","09/03/11","306","Indiana","27","20","Home"
"47","Ball St.","09/10/11","651","South Fla.","7","37","Away"
"47","Ball St.","09/17/11","86","Buffalo","28","25","Home"
"47","Ball St.","09/24/11","725","Army","48","21","Home"
"47","Ball St.","10/01/11","522","Oklahoma","6","62","Away"
"47","Ball St.","10/08/11","690","Temple","0","42","Home"
"47","Ball St.","10/15/11","519","Ohio","23","20","Away"
"47","Ball St.","10/22/11","129","Central Mich.","31","27","Home"
"47","Ball St.","10/29/11","774","Western Mich.","35","45","Away"
"47","Ball St.","11/05/11","204","Eastern Mich.","33","31","Away"
"47","Ball St.","11/15/11","503","Northern Ill.","38","41","Away"
"47","Ball St.","11/25/11","709","Toledo","28","45","Home"
"51","Baylor","09/02/11","698","TCU","50","48","Home"
"51","Baylor","09/17/11","676","Stephen F. Austin","48","0","Home"
"51","Baylor","09/24/11","574","Rice","56","31","Home"
"51","Baylor","10/01/11","327","Kansas St.","35","36","Away"
"51","Baylor","10/08/11","311","Iowa St.","49","26","Home"
"51","Baylor","10/15/11","697","Texas A&M","28","55","Away"
"51","Baylor","10/29/11","521","Oklahoma St.","24","59","Away"
"51","Baylor","11/05/11","434","Missouri","42","39","Home"
"51","Baylor","11/12/11","328","Kansas","31","30","Away"
"51","Baylor","11/19/11","522","Oklahoma","45","38","Home"
"51","Baylor","11/26/11","700","Texas Tech","66","42","Neutral Site"
"51","Baylor","12/03/11","703","Texas","","","Home"
"66","Boise St.","09/03/11","257","Georgia","35","21","Neutral Site"
"66","Boise St.","09/16/11","709","Toledo","40","15","Away"
"66","Boise St.","09/24/11","719","Tulsa","41","21","Home"
"66","Boise St.","10/01/11","466","Nevada","30","10","Home"
"66","Boise St.","10/07/11","96","Fresno St.","57","7","Away"
"66","Boise St.","10/15/11","156","Colorado St.","63","13","Away"
"66","Boise St.","10/22/11","721","Air Force","37","26","Home"
"66","Boise St.","11/05/11","465","UNLV","48","21","Away"
"66","Boise St.","11/12/11","698","TCU","35","36","Home"
"66","Boise St.","11/19/11","626","San Diego St.","52","35","Away"
"66","Boise St.","11/26/11","811","Wyoming","36","14","Home"
"66","Boise St.","12/03/11","473","New Mexico","","","Home"
"67","Boston College","09/03/11","509","Northwestern","17","24","Home"
"67","Boston College","09/10/11","128","UCF","3","30","Away"
"67","Boston College","09/17/11","193","Duke","19","20","Home"
"67","Boston College","09/24/11","400","Massachusetts","45","17","Home"
"67","Boston College","10/01/11","749","Wake Forest","19","27","Home"
"67","Boston College","10/08/11","147","Clemson","14","36","Away"
"67","Boston College","10/22/11","742","Virginia Tech","14","30","Away"
"67","Boston College","10/29/11","392","Maryland","28","17","Away"
"67","Boston College","11/03/11","234","Florida St.","7","38","Home"
"67","Boston College","11/12/11","490","North Carolina St.","14","10","Home"
"67","Boston College","11/19/11","513","Notre Dame","14","16","Away"
"67","Boston College","11/25/11","415","Miami (FL)","24","17","Away"
"71","Bowling Green","09/01/11","295","Idaho","32","15","Away"
"71","Bowling Green","09/10/11","446","Morgan St.","58","13","Home"
"71","Bowling Green","09/17/11","811","Wyoming","27","28","Home"
"71","Bowling Green","09/24/11","414","Miami (OH)","37","23","Away"
"71","Bowling Green","10/01/11","768","West Virginia","10","55","Away"
"71","Bowling Green","10/08/11","774","Western Mich.","21","45","Away"
"71","Bowling Green","10/15/11","709","Toledo","21","28","Home"
"71","Bowling Green","10/22/11","690","Temple","13","10","Home"
"71","Bowling Green","10/29/11","331","Kent St.","15","27","Away"
"71","Bowling Green","11/08/11","503","Northern Ill.","14","45","Home"
"71","Bowling Green","11/16/11","519","Ohio","28","29","Home"
"71","Bowling Green","11/25/11","86","Buffalo","42","28","Away"
"77","BYU","09/03/11","433","Ole Miss","14","13","Away"
"77","BYU","09/10/11","703","Texas","16","17","Away"
"77","BYU","09/17/11","732","Utah","10","54","Home"
"77","BYU","09/23/11","128","UCF","24","17","Home"
"77","BYU","09/30/11","731","Utah St.","27","24","Home"
"77","BYU","10/08/11","630","San Jose St.","29","16","Home"
"77","BYU","10/15/11","528","Oregon St.","38","28","Away"
"77","BYU","10/22/11","294","Idaho St.","56","3","Home"
"77","BYU","10/28/11","698","TCU","28","38","Neutral Site"
"77","BYU","11/12/11","295","Idaho","42","7","Home"
"77","BYU","11/19/11","472","New Mexico St.","42","7","Home"
"77","BYU","12/03/11","277","Hawaii","","","Away"
"86","Buffalo","09/03/11","545","Pittsburgh","16","35","Away"
"86","Buffalo","09/10/11","683","Stony Brook","35","7","Home"
"86","Buffalo","09/17/11","47","Ball St.","25","28","Away"
"86","Buffalo","09/24/11","164","Connecticut","3","17","Home"
"86","Buffalo","10/01/11","694","Tennessee","10","41","Away"
"86","Buffalo","10/08/11","519","Ohio","38","37","Home"
"86","Buffalo","10/15/11","690","Temple","0","34","Away"
"86","Buffalo","10/22/11","503","Northern Ill.","30","31","Home"
"86","Buffalo","10/29/11","414","Miami (OH)","13","41","Away"
"86","Buffalo","11/12/11","204","Eastern Mich.","17","30","Away"
"86","Buffalo","11/19/11","5","Akron","51","10","Home"
"86","Buffalo","11/25/11","71","Bowling Green","28","42","Home"
"96","Fresno St.","09/03/11","107","California","21","36","Neutral Site"
"96","Fresno St.","09/10/11","463","Nebraska","29","42","Away"
"96","Fresno St.","09/17/11","494","North Dakota","27","22","Home"
"96","Fresno St.","09/24/11","295","Idaho","48","24","Away"
"96","Fresno St.","10/01/11","433","Ole Miss","28","38","Home"
"96","Fresno St.","10/07/11","66","Boise St.","7","57","Home"
"96","Fresno St.","10/15/11","731","Utah St.","31","21","Home"
"96","Fresno St.","10/22/11","466","Nevada","38","45","Away"
"96","Fresno St.","11/05/11","366","Louisiana Tech","21","41","Home"
"96","Fresno St.","11/12/11","472","New Mexico St.","45","48","Away"
"96","Fresno St.","11/19/11","277","Hawaii","24","21","Away"
"96","Fresno St.","11/26/11","630","San Jose St.","24","27","Home"
"96","Fresno St.","12/03/11","626","San Diego St.","","","Away"
"107","California","09/03/11","96","Fresno St.","36","21","Neutral Site"
"107","California","09/10/11","157","Colorado","36","33","Away"
"107","California","09/17/11","1320","Presbyterian","63","12","Home"
"107","California","09/24/11","756","Washington","23","31","Away"
"107","California","10/06/11","529","Oregon","15","43","Away"
"107","California","10/13/11","657","Southern California","9","30","Home"
"107","California","10/22/11","732","Utah","34","10","Home"
"107","California","10/29/11","110","UCLA","14","31","Away"
"107","California","11/05/11","754","Washington St.","30","7","Home"
"107","California","11/12/11","528","Oregon St.","23","6","Home"
"107","California","11/19/11","674","Stanford","28","31","Away"
"107","California","11/25/11","28","Arizona St.","47","38","Away"
"110","UCLA","09/03/11","288","Houston","34","38","Away"
"110","UCLA","09/10/11","630","San Jose St.","27","17","Home"
"110","UCLA","09/17/11","703","Texas","20","49","Home"
"110","UCLA","09/24/11","528","Oregon St.","27","19","Away"
"110","UCLA","10/01/11","674","Stanford","19","45","Away"
"110","UCLA","10/08/11","754","Washington St.","28","25","Home"
"110","UCLA","10/20/11","29","Arizona","12","48","Away"
"110","UCLA","10/29/11","107","California","31","14","Home"
"110","UCLA","11/05/11","28","Arizona St.","29","28","Home"
"110","UCLA","11/12/11","732","Utah","6","31","Away"
"110","UCLA","11/19/11","157","Colorado","45","6","Home"
"110","UCLA","11/26/11","657","Southern California","0","50","Away"
"128","UCF","09/03/11","48","Charleston So.","62","0","Home"
"128","UCF","09/10/11","67","Boston College","30","3","Home"
"128","UCF","09/17/11","231","FIU","10","17","Away"
"128","UCF","09/23/11","77","BYU","17","24","Away"
"128","UCF","10/08/11","388","Marshall","16","6","Home"
"128","UCF","10/15/11","663","SMU","17","38","Away"
"128","UCF","10/20/11","9","UAB","24","26","Away"
"128","UCF","10/29/11","404","Memphis","41","0","Home"
"128","UCF","11/03/11","719","Tulsa","17","24","Home"
"128","UCF","11/12/11","664","Southern Miss.","29","30","Away"
"128","UCF","11/19/11","196","East Carolina","31","38","Away"
"128","UCF","11/25/11","704","UTEP","31","14","Home"
"129","Central Mich.","09/01/11","647","South Carolina St.","21","6","Home"
"129","Central Mich.","09/10/11","334","Kentucky","13","27","Away"
"129","Central Mich.","09/17/11","774","Western Mich.","14","44","Away"
"129","Central Mich.","09/24/11","416","Michigan St.","7","45","Away"
"129","Central Mich.","10/01/11","503","Northern Ill.","48","41","Home"
"129","Central Mich.","10/08/11","490","North Carolina St.","24","38","Away"
"129","Central Mich.","10/15/11","204","Eastern Mich.","28","35","Home"
"129","Central Mich.","10/22/11","47","Ball St.","27","31","Away"
"129","Central Mich.","10/29/11","5","Akron","23","22","Away"
"129","Central Mich.","11/04/11","331","Kent St.","21","24","Away"
"129","Central Mich.","11/10/11","519","Ohio","28","43","Home"
"129","Central Mich.","11/18/11","709","Toledo","17","44","Home"
"140","Cincinnati","09/03/11","43","Austin Peay","72","10","Home"
"140","Cincinnati","09/10/11","694","Tennessee","23","45","Away"
"140","Cincinnati","09/17/11","5","Akron","59","14","Home"
"140","Cincinnati","09/22/11","490","North Carolina St.","44","14","Home"
"140","Cincinnati","10/01/11","414","Miami (OH)","27","0","Away"
"140","Cincinnati","10/15/11","367","Louisville","25","16","Home"
"140","Cincinnati","10/22/11","651","South Fla.","37","34","Away"
"140","Cincinnati","11/05/11","545","Pittsburgh","26","23","Away"
"140","Cincinnati","11/12/11","768","West Virginia","21","24","Home"
"140","Cincinnati","11/19/11","587","Rutgers","3","20","Away"
"140","Cincinnati","11/26/11","688","Syracuse","30","13","Away"
"140","Cincinnati","12/03/11","164","Connecticut","","","Home"
"147","Clemson","09/03/11","716","Troy","43","19","Home"
"147","Clemson","09/10/11","2915","Wofford","35","27","Home"
"147","Clemson","09/17/11","37","Auburn","38","24","Home"
"147","Clemson","09/24/11","234","Florida St.","35","30","Home"
"147","Clemson","10/01/11","742","Virginia Tech","23","3","Away"
"147","Clemson","10/08/11","67","Boston College","36","14","Home"
"147","Clemson","10/15/11","392","Maryland","56","45","Away"
"147","Clemson","10/22/11","457","North Carolina","59","38","Home"
"147","Clemson","10/29/11","255","Georgia Tech","17","31","Away"
"147","Clemson","11/12/11","749","Wake Forest","31","28","Home"
"147","Clemson","11/19/11","490","North Carolina St.","13","37","Away"
"147","Clemson","11/26/11","648","South Carolina","13","34","Away"
"156","Colorado St.","09/03/11","473","New Mexico","14","10","Away"
"156","Colorado St.","09/10/11","502","Northern Colo.","33","14","Home"
"156","Colorado St.","09/17/11","157","Colorado","14","28","Neutral Site"
"156","Colorado St.","09/24/11","731","Utah St.","35","34","Away"
"156","Colorado St.","10/01/11","630","San Jose St.","31","38","Home"
"156","Colorado St.","10/15/11","66","Boise St.","13","63","Home"
"156","Colorado St.","10/22/11","704","UTEP","17","31","Away"
"156","Colorado St.","10/29/11","465","UNLV","35","38","Away"
"156","Colorado St.","11/12/11","626","San Diego St.","15","18","Home"
"156","Colorado St.","11/19/11","698","TCU","10","34","Away"
"156","Colorado St.","11/26/11","721","Air Force","21","45","Home"
"156","Colorado St.","12/03/11","811","Wyoming","","","Home"
"157","Colorado","09/03/11","277","Hawaii","17","34","Away"
"157","Colorado","09/10/11","107","California","33","36","Home"
"157","Colorado","09/17/11","156","Colorado St.","28","14","Neutral Site"
"157","Colorado","09/24/11","518","Ohio St.","17","37","Away"
"157","Colorado","10/01/11","754","Washington St.","27","31","Home"
"157","Colorado","10/08/11","674","Stanford","7","48","Away"
"157","Colorado","10/15/11","756","Washington","24","52","Away"
"157","Colorado","10/22/11","529","Oregon","2","45","Home"
"157","Colorado","10/29/11","28","Arizona St.","14","48","Away"
"157","Colorado","11/04/11","657","Southern California","17","42","Home"
"157","Colorado","11/12/11","29","Arizona","48","29","Home"
"157","Colorado","11/19/11","110","UCLA","6","45","Away"
"157","Colorado","11/25/11","732","Utah","17","14","Away"
"164","Connecticut","09/03/11","236","Fordham","35","3","Home"
"164","Connecticut","09/10/11","736","Vanderbilt","21","24","Away"
"164","Connecticut","09/16/11","311","Iowa St.","20","24","Home"
"164","Connecticut","09/24/11","86","Buffalo","17","3","Away"
"164","Connecticut","10/01/11","774","Western Mich.","31","38","Home"
"164","Connecticut","10/08/11","768","West Virginia","16","43","Away"
"164","Connecticut","10/15/11","651","South Fla.","16","10","Home"
"164","Connecticut","10/26/11","545","Pittsburgh","20","35","Away"
"164","Connecticut","11/05/11","688","Syracuse","28","21","Home"
"164","Connecticut","11/19/11","367","Louisville","20","34","Home"
"164","Connecticut","11/26/11","587","Rutgers","40","22","Home"
"164","Connecticut","12/03/11","140","Cincinnati","","","Away"
"193","Duke","09/03/11","575","Richmond","21","23","Home"
"193","Duke","09/10/11","674","Stanford","14","44","Home"
"193","Duke","09/17/11","67","Boston College","20","19","Away"
"193","Duke","09/24/11","718","Tulane","48","27","Home"
"193","Duke","10/01/11","231","FIU","31","27","Away"
"193","Duke","10/15/11","234","Florida St.","16","41","Home"
"193","Duke","10/22/11","749","Wake Forest","23","24","Home"
"193","Duke","10/29/11","742","Virginia Tech","10","14","Home"
"193","Duke","11/05/11","415","Miami (FL)","14","49","Away"
"193","Duke","11/12/11","746","Virginia","21","31","Away"
"193","Duke","11/19/11","255","Georgia Tech","31","38","Home"
"193","Duke","11/26/11","457","North Carolina","21","37","Away"
"196","East Carolina","09/03/11","648","South Carolina","37","56","Neutral Site"
"196","East Carolina","09/10/11","742","Virginia Tech","10","17","Home"
"196","East Carolina","09/24/11","9","UAB","28","23","Home"
"196","East Carolina","10/01/11","457","North Carolina","20","35","Home"
"196","East Carolina","10/08/11","288","Houston","3","56","Away"
"196","East Carolina","10/15/11","404","Memphis","35","17","Away"
"196","East Carolina","10/22/11","726","Navy","38","35","Away"
"196","East Carolina","10/29/11","718","Tulane","34","13","Home"
"196","East Carolina","11/05/11","664","Southern Miss.","28","48","Home"
"196","East Carolina","11/12/11","704","UTEP","17","22","Away"
"196","East Carolina","11/19/11","128","UCF","38","31","Home"
"196","East Carolina","11/26/11","388","Marshall","27","34","Away"
"204","Eastern Mich.","09/04/11","290","Howard","41","9","Home"
"204","Eastern Mich.","09/10/11","7","Alabama St.","14","7","Home"
"204","Eastern Mich.","09/17/11","418","Michigan","3","31","Away"
"204","Eastern Mich.","09/24/11","539","Penn St.","6","34","Away"
"204","Eastern Mich.","10/01/11","5","Akron","31","23","Home"
"204","Eastern Mich.","10/08/11","709","Toledo","16","54","Away"
"204","Eastern Mich.","10/15/11","129","Central Mich.","35","28","Away"
"204","Eastern Mich.","10/22/11","774","Western Mich.","14","10","Home"
"204","Eastern Mich.","11/05/11","47","Ball St.","31","33","Home"
"204","Eastern Mich.","11/12/11","86","Buffalo","30","17","Home"
"204","Eastern Mich.","11/19/11","331","Kent St.","22","28","Away"
"204","Eastern Mich.","11/25/11","503","Northern Ill.","12","18","Away"
"229","Fla. Atlantic","09/03/11","235","Florida","3","41","Away"
"229","Fla. Atlantic","09/10/11","416","Michigan St.","0","44","Away"
"229","Fla. Atlantic","09/24/11","37","Auburn","14","30","Away"
"229","Fla. Atlantic","10/01/11","671","La.-Lafayette","34","37","Away"
"229","Fla. Atlantic","10/08/11","497","North Texas","17","31","Away"
"229","Fla. Atlantic","10/15/11","772","Western Ky.","0","20","Home"
"229","Fla. Atlantic","10/22/11","419","Middle Tenn.","14","38","Home"
"229","Fla. Atlantic","11/05/11","30","Arkansas St.","21","39","Home"
"229","Fla. Atlantic","11/12/11","231","FIU","7","41","Away"
"229","Fla. Atlantic","11/19/11","716","Troy","7","34","Away"
"229","Fla. Atlantic","11/26/11","9","UAB","38","35","Home"
"229","Fla. Atlantic","12/03/11","498","La.-Monroe","","","Home"
"231","FIU","09/01/11","497","North Texas","41","16","Home"
"231","FIU","09/09/11","367","Louisville","24","17","Away"
"231","FIU","09/17/11","128","UCF","17","10","Home"
"231","FIU","09/24/11","671","La.-Lafayette","31","36","Home"
"231","FIU","10/01/11","193","Duke","27","31","Home"
"231","FIU","10/08/11","5","Akron","27","17","Away"
"231","FIU","10/18/11","30","Arkansas St.","16","34","Away"
"231","FIU","10/25/11","716","Troy","23","20","Home"
"231","FIU","11/05/11","772","Western Ky.","9","10","Away"
"231","FIU","11/12/11","229","Fla. Atlantic","41","7","Home"
"231","FIU","11/19/11","498","La.-Monroe","28","17","Away"
"231","FIU","11/26/11","419","Middle Tenn.","31","18","Away"
"234","Florida St.","09/03/11","498","La.-Monroe","34","0","Home"
"234","Florida St.","09/10/11","48","Charleston So.","62","10","Home"
"234","Florida St.","09/17/11","522","Oklahoma","13","23","Home"
"234","Florida St.","09/24/11","147","Clemson","30","35","Away"
"234","Florida St.","10/08/11","749","Wake Forest","30","35","Away"
"234","Florida St.","10/15/11","193","Duke","41","16","Away"
"234","Florida St.","10/22/11","392","Maryland","41","16","Home"
"234","Florida St.","10/29/11","490","North Carolina St.","34","0","Home"
"234","Florida St.","11/03/11","67","Boston College","38","7","Away"
"234","Florida St.","11/12/11","415","Miami (FL)","23","19","Home"
"234","Florida St.","11/19/11","746","Virginia","13","14","Home"
"234","Florida St.","11/26/11","235","Florida","21","7","Away"
"235","Florida","09/03/11","229","Fla. Atlantic","41","3","Home"
"235","Florida","09/10/11","9","UAB","39","0","Home"
"235","Florida","09/17/11","694","Tennessee","33","23","Home"
"235","Florida","09/24/11","334","Kentucky","48","10","Away"
"235","Florida","10/01/11","8","Alabama","10","38","Home"
"235","Florida","10/08/11","365","LSU","11","41","Away"
"235","Florida","10/15/11","37","Auburn","6","17","Away"
"235","Florida","10/29/11","257","Georgia","20","24","Neutral Site"
"235","Florida","11/05/11","736","Vanderbilt","26","21","Home"
"235","Florida","11/12/11","648","South Carolina","12","17","Away"
"235","Florida","11/19/11","244","Furman","54","32","Home"
"235","Florida","11/26/11","234","Florida St.","7","21","Home"
"255","Georgia Tech","09/01/11","769","Western Caro.","63","21","Home"
"255","Georgia Tech","09/10/11","419","Middle Tenn.","49","21","Away"
"255","Georgia Tech","09/17/11","328","Kansas","66","24","Home"
"255","Georgia Tech","09/24/11","457","North Carolina","35","28","Home"
"255","Georgia Tech","10/01/11","490","North Carolina St.","45","35","Away"
"255","Georgia Tech","10/08/11","392","Maryland","21","16","Home"
"255","Georgia Tech","10/15/11","746","Virginia","21","24","Away"
"255","Georgia Tech","10/22/11","415","Miami (FL)","7","24","Away"
"255","Georgia Tech","10/29/11","147","Clemson","31","17","Home"
"255","Georgia Tech","11/10/11","742","Virginia Tech","26","37","Home"
"255","Georgia Tech","11/19/11","193","Duke","38","31","Away"
"255","Georgia Tech","11/26/11","257","Georgia","17","31","Home"
"257","Georgia","09/03/11","66","Boise St.","21","35","Neutral Site"
"257","Georgia","09/10/11","648","South Carolina","42","45","Home"
"257","Georgia","09/17/11","149","Coastal Caro.","59","0","Home"
"257","Georgia","09/24/11","433","Ole Miss","27","13","Away"
"257","Georgia","10/01/11","430","Mississippi St.","24","10","Home"
"257","Georgia","10/08/11","694","Tennessee","20","12","Away"
"257","Georgia","10/15/11","736","Vanderbilt","33","28","Away"
"257","Georgia","10/29/11","235","Florida","24","20","Neutral Site"
"257","Georgia","11/05/11","472","New Mexico St.","63","16","Home"
"257","Georgia","11/12/11","37","Auburn","45","7","Home"
"257","Georgia","11/19/11","334","Kentucky","19","10","Home"
"257","Georgia","11/26/11","255","Georgia Tech","31","17","Away"
"277","Hawaii","09/03/11","157","Colorado","34","17","Home"
"277","Hawaii","09/10/11","756","Washington","32","40","Away"
"277","Hawaii","09/17/11","465","UNLV","20","40","Away"
"277","Hawaii","09/24/11","108","UC Davis","56","14","Home"
"277","Hawaii","10/01/11","366","Louisiana Tech","44","26","Away"
"277","Hawaii","10/14/11","630","San Jose St.","27","28","Away"
"277","Hawaii","10/22/11","472","New Mexico St.","45","34","Home"
"277","Hawaii","10/29/11","295","Idaho","16","14","Away"
"277","Hawaii","11/05/11","731","Utah St.","31","35","Home"
"277","Hawaii","11/12/11","466","Nevada","28","42","Away"
"277","Hawaii","11/19/11","96","Fresno St.","21","24","Home"
"277","Hawaii","11/26/11","718","Tulane","35","23","Home"
"277","Hawaii","12/03/11","77","BYU","","","Home"
"288","Houston","09/03/11","110","UCLA","38","34","Home"
"288","Houston","09/10/11","497","North Texas","48","23","Away"
"288","Houston","09/17/11","366","Louisiana Tech","35","34","Away"
"288","Houston","09/24/11","254","Georgia St.","56","0","Home"
"288","Houston","09/29/11","704","UTEP","49","42","Away"
"288","Houston","10/08/11","196","East Carolina","56","3","Home"
"288","Houston","10/22/11","388","Marshall","63","28","Home"
"288","Houston","10/27/11","574","Rice","73","34","Home"
"288","Houston","11/05/11","9","UAB","56","13","Away"
"288","Houston","11/10/11","718","Tulane","73","17","Away"
"288","Houston","11/19/11","663","SMU","37","7","Home"
"288","Houston","11/25/11","719","Tulsa","48","16","Away"
"295","Idaho","09/01/11","71","Bowling Green","15","32","Home"
"295","Idaho","09/10/11","494","North Dakota","44","14","Home"
"295","Idaho","09/17/11","697","Texas A&M","7","37","Away"
"295","Idaho","09/24/11","96","Fresno St.","24","48","Home"
"295","Idaho","10/01/11","746","Virginia","20","21","Away"
"295","Idaho","10/08/11","366","Louisiana Tech","11","24","Home"
"295","Idaho","10/15/11","472","New Mexico St.","24","31","Away"
"295","Idaho","10/29/11","277","Hawaii","14","16","Home"
"295","Idaho","11/05/11","630","San Jose St.","32","29","Away"
"295","Idaho","11/12/11","77","BYU","7","42","Away"
"295","Idaho","11/19/11","731","Utah St.","42","49","Home"
"295","Idaho","12/03/11","466","Nevada","","","Away"
"301","Illinois","09/03/11","30","Arkansas St.","33","15","Home"
"301","Illinois","09/10/11","649","South Dakota St.","56","3","Home"
"301","Illinois","09/17/11","28","Arizona St.","17","14","Home"
"301","Illinois","09/24/11","774","Western Mich.","23","20","Home"
"301","Illinois","10/01/11","509","Northwestern","38","35","Home"
"301","Illinois","10/08/11","306","Indiana","41","20","Away"
"301","Illinois","10/15/11","518","Ohio St.","7","17","Home"
